Name;Year;Publisher;Genre;women_percentage;men_percentage;Platform;Console_Name;Manufacturer;Release_Year;Sales;Type;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Pharaoh;1998;Vivendi Games;Strategy;0,09;0,91;PC;Personal Computer;Computer;1975;999,99;Home;0;0,02;0;0
Phoenix Wright: Ace Attorney - Dual Destinies;2013;Capcom;Adventure;0,36;0,64;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,38;0
Phoenix Wright: Ace Attorney Trilogy;2014;Capcom;Adventure;0,36;0,64;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,02;0
Phoenix Wright: Revived Turnabout;2008;Capcom;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,04;0
PhotoKano;2012;Kadokawa Shoten;Adventure;0,36;0,64;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,09;0
PhotoKano;2013;Kadokawa Shoten;Adventure;0,36;0,64;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,07;0
Pia Carrot e Youkoso!! 2.5;2008;NEC Interchannel;Adventure;0,36;0,64;DC;Dreamcast;Sega;1998;9,13;Home;0;0;0,04;0
Picross 2;1996;Nintendo;Puzzle;0,42;0,58;GB;Game Boy;Nintendo;1989;118,69;Handheld;0;0;0,35;0
Picross 3D 2;2015;Nintendo;Puzzle;0,42;0,58;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,11;0
Pillars of Eternity;2014;Paradox Interactive;Role-Playing;0,26;0,74;PC;Personal Computer;Computer;1975;999,99;Home;0;0,01;0;0
Pilot Academy;2006;Rising Star Games;Simulation;0,69;0,31;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0,01;0;0
Pilot ni Narou! 2;2001;Victor Interactive;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,08;0
Pippa Funnell 2: Farm Adventures;2007;Ubisoft;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0,01;0;0
Pippa Funnell: Ranch Rescue;2007;Ubisoft;Adventure;0,36;0,64;Wii;Wii;Nintendo;2006;101,63;Home;0;0,02;0;0
Pirates of the Burning Sea;2008;Koch Media;Role-Playing;0,26;0,74;PC;Personal Computer;Computer;1975;999,99;Home;0;0,01;0;0
Planetarian: Chiisana Hoshi no Yume;2009;Prototype;Adventure;0,36;0,64;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,02;0
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator;2006;Sega;Misc;0,38;0,62;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,02;0
Plants vs. Zombies;2009;PopCap Games;Strategy;0,09;0,91;PC;Personal Computer;Computer;1975;999,99;Home;0;0,04;0;0,01
Plants vs. Zombies: Garden Warfare;2014;Electronic Arts;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;0;0,02;0;0
Plants vs. Zombies: Garden Warfare 2;2016;Electronic Arts;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;0;0,04;0;0
Playmobil Top Agents;2010;JoWood Productions;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0,04;0;0
Pocket Fighter;1998;Capcom;Fighting;0,134;0,866;SAT;Sega Saturn;Sega;1994;9,26;Home;0;0;0,03;0
Pocket Monsters Stadium;1998;Nintendo;Strategy;0,09;0,91;N64;Nintendo 64;Nintendo;1996;32,93;Home;0;0;1,37;0
Pocket Soccer League: Calciobit;2012;Nintendo;Sports;0,02;0,98;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,11;0
Point Blank DS (JP sales);2006;Atari;Shooter;0,055;0,945;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,07;0
Pokemon Box: Ruby & Sapphire;2003;Nintendo;Misc;0,38;0,62;GC;GameCube;Nintendo;2001;21,74;Home;0;0;0,27;0,01
Pokemon Card GB2: Here Comes Team GR!;2001;Nintendo;Strategy;0,09;0,91;GB;Game Boy;Nintendo;1989;118,69;Handheld;0;0;0,89;0
Pokemon Rumble World;2015;Nintendo;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0,01;0,08;0
Poker for Dummies;2008;Electronic Arts;Misc;0,38;0,62;PC;Personal Computer;Computer;1975;999,99;Home;0;0,01;0;0
Policenauts;1995;Konami Digital Entertainment;Adventure;0,36;0,64;3DO;3DO Interactive Multiplayer;Panasonic;1993;2;Home;0;0;0,06;0
Pony Friends;2007;Eidos Interactive;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0,05;0;0,01
Pony Friends 2;2009;Eidos Interactive;Simulation;0,69;0,31;PC;Personal Computer;Computer;1975;999,99;Home;0;0,01;0;0
Pop Cutie! Street Fashion Simulation (JP sales);2008;Tecmo Koei;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,03;0
PopCap Hits!;2011;PopCap Games;Misc;0,38;0,62;X360;Xbox 360;Microsoft;2005;84;Home;0;0,02;0;0
PopCap Hits! Vol 2;2011;Mastertronic;Misc;0,38;0,62;X360;Xbox 360;Microsoft;2005;84;Home;0;0,03;0;0
Pop'n Music 12 Iroha;2006;Konami Digital Entertainment;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,02;0
Pop'n Music 13 Carnival;2006;Konami Digital Entertainment;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,03;0
Pop'n Music 14 Fever!;2007;Konami Digital Entertainment;Misc;0,38;0,62;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,03;0
Pop'n Music Portable;2010;Konami Digital Entertainment;Misc;0,38;0,62;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,13;0
Pop'n Music Portable 2;2011;Konami Digital Entertainment;Misc;0,38;0,62;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,06;0
Pop'n TwinBee: Rainbow Bell Adventure;1993;Konami Digital Entertainment;Platform;0,25;0,75;SNES;Super Nintendo Entertainment System;Nintendo;1990;49,1;Home;0;0;0,06;0
PoPoLoCrois (JP sales);2005;Ignition Entertainment;Role-Playing;0,26;0,74;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,08;0
PoPoLoCrois Monogatari;1996;Sony Computer Entertainment;Role-Playing;0,26;0,74;PS;PlayStation;Sony;1994;102,49;Home;0;0;0,46;0,03
PoPoLoCrois Monogatari II;2000;Sony Computer Entertainment;Role-Playing;0,26;0,74;PS;PlayStation;Sony;1994;102,49;Home;0;0;0,2;0,01
PoPoLoCrois: Hajimari no Bouken;2002;Sony Computer Entertainment;Role-Playing;0,26;0,74;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,16;0
Port Royale 2;2004;Ascaron Entertainment GmbH;Strategy;0,09;0,91;PC;Personal Computer;Computer;1975;999,99;Home;0;0,03;0;0,01
Portable Island: Tenohira Resort;2006;Namco Bandai Games;Simulation;0,69;0,31;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,02;0
Post Mortem;2003;Microids;Adventure;0,36;0,64;PC;Personal Computer;Computer;1975;999,99;Home;0;0,01;0;0
Postman Pat: Special Delivery Service;2009;GSP;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0,01;0;0
Poupee Girl DS;2009;Alvion;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,02;0
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style;2010;Alvion;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,02;0
Power Pocket Koushien;2005;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,1;0
Power Poke Dash;2006;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0;0;0,03;0
Power Pro GB;1998;Konami Digital Entertainment;Sports;0,02;0,98;GB;Game Boy;Nintendo;1989;118,69;Handheld;0;0;0,07;0
Power Pro Kun Pocket;1999;Konami Digital Entertainment;Sports;0,02;0,98;GB;Game Boy;Nintendo;1989;118,69;Handheld;0;0;0,17;0
Power Pro Kun Pocket 1+2;2004;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0;0;0,14;0
Power Pro Kun Pocket 10;2007;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,3;0
Power Pro Kun Pocket 11;2008;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,29;0
Power Pro Kun Pocket 12;2009;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,19;0
Power Pro Kun Pocket 13;2010;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,13;0
Power Pro Kun Pocket 14;2011;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,12;0
Power Pro Kun Pocket 2;2000;Konami Digital Entertainment;Sports;0,02;0,98;GB;Game Boy;Nintendo;1989;118,69;Handheld;0;0;0,25;0
Power Pro Kun Pocket 3;2001;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0;0;0,27;0,01
Power Pro Kun Pocket 4;2002;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0;0;0,29;0,01
Power Pro Kun Pocket 5;2003;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0;0;0,25;0,01
Power Pro Kun Pocket 6;2003;Konami Digital Entertainment;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0;0;0,29;0,01
Power Pro Kun Pocket 8;2005;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,14;0
Power Pro Kun Pocket 9;2006;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,15;0
Power Pro Success Legends;2010;Konami Digital Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,06;0
Power Stakes;1997;Aques;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0;0;0,15;0,01
Power Stone;1998;Eidos Interactive;Fighting;0,134;0,866;DC;Dreamcast;Sega;1998;9,13;Home;0;0;0,14;0
Powerful Golf;2011;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,05;0
Poyo Poyo Kansatsu Nikki;2012;IE Institute;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,02;0
Practise English!;2007;Nintendo;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,73;0
Praetorians;2003;Eidos Interactive;Strategy;0,09;0,91;PC;Personal Computer;Computer;1975;999,99;Home;0;0,04;0;0
Pretty Cure All Stars Everyone Gather ? Let's Dance!;2013;Namco Bandai Games;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0;0;0,05;0
Pretty Rhythm Rainbow Live: Kira Kira My * Design;2013;Takara Tomy;Misc;0,38;0,62;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,08;0
Pretty Rhythm: My Deco Rainbow Wedding;2013;Takara Tomy;Misc;0,38;0,62;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,08;0
Prey;2006;Take-Two Interactive;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;0;0,03;0;0,01
Prince of Persia (2008);2008;Ubisoft;Action;0,18;0,82;PC;Personal Computer;Computer;1975;999,99;Home;0;0,02;0;0
Prince of Persia: The Forgotten Sands;2010;Ubisoft;Action;0,18;0,82;PC;Personal Computer;Computer;1975;999,99;Home;0;0,03;0;0
Prince of Stride;2015;Kadokawa Games;Adventure;0,36;0,64;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,02;0
Princess Arthur;2013;Idea Factory;Misc;0,38;0,62;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,01;0
Princess Frontier Portable;2011;Alchemist;Adventure;0,36;0,64;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,02;0
Princess Maker 2;1995;Micro Cabin;Simulation;0,69;0,31;SAT;Sega Saturn;Sega;1994;9,26;Home;0;0;0,08;0
Princess Maker: Yumemiru Yosei;1997;Sony Computer Entertainment;Strategy;0,09;0,91;PS;PlayStation;Sony;1994;102,49;Home;0;0;0,18;0,01
Princess Saver! Eternal Love for My Lady;2010;Comfort;Adventure;0,36;0,64;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,02;0
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!;2015;Namco Bandai Games;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,03;0
PriPara Mezase! Idol Grand Prix No.1!;2015;Takara Tomy;Misc;0,38;0,62;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,11;0
Prism Ark: Awake;2008;5pb;Adventure;0,36;0,64;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,02;0
Pro Baseball Spirits 2015;2015;Konami Digital Entertainment;Action;0,18;0,82;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,15;0
Pro Baseball Spirits 2015;2015;Konami Digital Entertainment;Action;0,18;0,82;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,13;0
Pro Cycling Manager 2016;2016;Focus Home Interactive;Sports;0,02;0,98;PS4;PlayStation 4;Sony;2013;108,9;Home;0;0,04;0;0,01
Pro Cycling Manager 2016;2016;Focus Home Interactive;Sports;0,02;0,98;PC;Personal Computer;Computer;1975;999,99;Home;0;0,03;0;0
Pro Evolution Soccer 2008;2007;Konami Digital Entertainment;Sports;0,02;0,98;PC;Personal Computer;Computer;1975;999,99;Home;0;0,01;0;0
Pro Evolution Soccer 2008 (JP sales);2007;Konami Digital Entertainment;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,08;0
Pro Evolution Soccer 2010;2009;Konami Digital Entertainment;Sports;0,02;0,98;PC;Personal Computer;Computer;1975;999,99;Home;0;0,01;0;0
pro evolution soccer 2011;2010;Konami Digital Entertainment;Sports;0,02;0,98;PC;Personal Computer;Computer;1975;999,99;Home;0;0,05;0;0,01
Pro Evolution Soccer 2012;2011;Konami Digital Entertainment;Action;0,18;0,82;PC;Personal Computer;Computer;1975;999,99;Home;0;0,07;0;0,02
Pro Evolution Soccer 2012;2011;Konami Digital Entertainment;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,06;0
Pro Evolution Soccer 2013;2012;Konami Digital Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0,07;0,18;0,03
Pro Evolution Soccer 2013;2012;Konami Digital Entertainment;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0;0,03;0,06;0
Pro Evolution Soccer 2013;2012;Konami Digital Entertainment;Sports;0,02;0,98;PC;Personal Computer;Computer;1975;999,99;Home;0;0,07;0;0,01
Pro Evolution Soccer 2014;2013;Konami Digital Entertainment;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,19;0
Pro Evolution Soccer 2014;2013;Konami Digital Entertainment;Action;0,18;0,82;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0,03;0,14;0
Pro Evolution Soccer 2014;2013;Konami Digital Entertainment;Action;0,18;0,82;PC;Personal Computer;Computer;1975;999,99;Home;0;0,09;0;0,02
Pro Evolution Soccer 2015;2014;Konami Digital Entertainment;Sports;0,02;0,98;PC;Personal Computer;Computer;1975;999,99;Home;0;0,06;0;0,01
Pro Evolution Soccer 2016;2015;Konami Digital Entertainment;Sports;0,02;0,98;PC;Personal Computer;Computer;1975;999,99;Home;0;0,04;0;0
Pro Evolution Soccer 2017;2016;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0,01;0,04;0
Pro Evolution Soccer 2017;2016;Konami Digital Entertainment;Sports;0,02;0,98;XOne;Xbox One;Microsoft;2013;46,9;Home;0;0,02;0;0
Pro Farm 1;2011;Excalibur Publishing;Simulation;0,69;0,31;PC;Personal Computer;Computer;1975;999,99;Home;0;0,06;0;0,01
Pro Yaky? Spirits 2010;2010;Konami Digital Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,24;0
Pro Yaky? Spirits 2010;2010;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,21;0
Pro Yaky? Spirits 2010;2010;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,1;0
Pro Yaky? Spirits 2011;2011;Konami Digital Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,24;0
Pro Yaky? Spirits 2011;2011;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,18;0
Pro Yaky? Spirits 2011;2011;Konami Digital Entertainment;Sports;0,02;0,98;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,07;0
Pro Yaky? Spirits 2012;2012;Konami Digital Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,2;0
Pro Yaky? Spirits 2012;2012;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,19;0
Pro Yaky? Spirits 2012;2012;Konami Digital Entertainment;Sports;0,02;0,98;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,06;0
Pro Yaky? Spirits 2013;2013;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,2;0
Pro Yaky? Spirits 2013;2013;Konami Digital Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,2;0
Pro Yaky? Spirits 2013;2013;Konami Digital Entertainment;Sports;0,02;0,98;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,06;0
Pro Yaky? Spirits 2014;2014;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,14;0
Pro Yaky? Spirits 2014;2014;Konami Digital Entertainment;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,09;0
Pro Yaky? Spirits 2014;2014;Konami Digital Entertainment;Sports;0,02;0,98;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,07;0
Pro Yaky? Spirits 3;2006;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,16;0
Pro Yaky? Spirits 4;2007;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,19;0
Pro Yaky? Spirits 4;2007;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,07;0
Pro Yaky? Spirits 5;2008;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,18;0
Pro Yaky? Spirits 5;2008;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,11;0
Pro Yaky? Spirits 6;2009;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,15;0
Pro Yaky? Spirits 6;2009;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,13;0
Pro Yakyuu Family Stadium;2008;Namco Bandai Games;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0;0;0,03;0
Pro Yakyuu Famista 2011;2011;Namco Bandai Games;Sports;0,02;0,98;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,06;0
Pro Yakyuu Famista DS;2007;Namco Bandai Games;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,1;0
Pro Yakyuu Famista DS 2009;2009;Namco Bandai Games;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,1;0
Pro Yakyuu Famista DS 2010;2010;Namco Bandai Games;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,08;0
Pro Yakyuu Greatest Nine '97;1997;Sega;Sports;0,02;0,98;SAT;Sega Saturn;Sega;1994;9,26;Home;0;0;0,21;0
Pro Yakyuu Greatest Nine 98;1998;Sega;Sports;0,02;0,98;SAT;Sega Saturn;Sega;1994;9,26;Home;0;0;0,09;0
Pro Yakyuu Netsu Star 2006;2006;Namco Bandai Games;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,14;0
Pro Yakyuu Netsu Star 2007;2007;Namco Bandai Games;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,06;0
Pro Yakyuu Spirits 5 Kanzenban;2008;Konami Digital Entertainment;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,05;0
Pro Yakyuu Spirits 5 Kanzenban;2008;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,03;0
Pro Yakyuu Team o Tsukurou!;1998;Sega;Sports;0,02;0,98;SAT;Sega Saturn;Sega;1994;9,26;Home;0;0;0,25;0
Pro Yakyuu Team o Tsukurou!;1999;Sega;Sports;0,02;0,98;DC;Dreamcast;Sega;1998;9,13;Home;0;0;0,23;0
Pro Yakyuu Team o Tsukurou!;2008;Sega;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,19;0
Pro Yakyuu Team o Tsukurou! 2;2003;Sega;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,23;0
Pro Yakyuu Team o Tsukurou! 2;2009;Sega;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,11;0
Professional Farmer 2016;2015;Namco Bandai Games;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;0;0,01;0;0
Professional Farmer 2016;2015;Namco Bandai Games;Action;0,18;0,82;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0,01;0;0
Professor Layton and the Azran Legacy;2013;Nintendo;Puzzle;0,42;0,58;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0,48;0,25;0,06
Project CARS;2015;Slightly Mad Studios;Racing;0,06;0,94;PC;Personal Computer;Computer;1975;999,99;Home;0;0,1;0;0,01
Project FIFA World Cup;2002;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0;0;0,1;0
Project Gotham Racing 2 (JP weekly sales);2003;Microsoft Game Studios;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0;0;0,03;0
Project Hacker: Kakusei;2006;Nintendo;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,1;0
Project Setsuna;2016;Square Enix;Role-Playing;0,26;0,74;PS4;PlayStation 4;Sony;2013;108,9;Home;0;0;0,06;0
Project Setsuna;2016;Square Enix;Role-Playing;0,26;0,74;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,05;0
Project V6;1998;General Entertainment;Strategy;0,09;0,91;PS;PlayStation;Sony;1994;102,49;Home;0;0;0,13;0,01
Psychedelica of the Black Butterfly;2015;Idea Factory;Action;0,18;0,82;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,02;0
Psycho-Pass;2014;5pb;Adventure;0,36;0,64;XOne;Xbox One;Microsoft;2013;46,9;Home;0;0;0,01;0
Psycho-Pass: Mandatory Happiness;2016;Nippon Ichi Software;Adventure;0,36;0,64;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0,01;0,01;0
Puella Magi Madoka Magica Portable;2012;Namco Bandai Games;Role-Playing;0,26;0,74;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,12;0
Puppet Show 3: Lost Town;2011;Focus Home Interactive;Puzzle;0,42;0,58;PC;Personal Computer;Computer;1975;999,99;Home;0;0,02;0;0
Putty Squad;2013;System 3;Platform;0,25;0,75;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0,01;0;0
Puyo Pop Fever;2004;Ignition Entertainment;Puzzle;0,42;0,58;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,04;0
Puyo Pop Fever (JP sales);2004;Ignition Entertainment;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,09;0
Puyo Puyo 7;2009;Sega;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,3;0
Puyo Puyo 7;2009;Sega;Puzzle;0,42;0,58;Wii;Wii;Nintendo;2006;101,63;Home;0;0;0,05;0
Puyo Puyo 7;2009;Sega;Puzzle;0,42;0,58;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,03;0
Puyo Puyo Sun;1997;Compile;Puzzle;0,42;0,58;SAT;Sega Saturn;Sega;1994;9,26;Home;0;0;0,6;0
Puyo Puyo Sun 64;1997;Compile;Puzzle;0,42;0,58;N64;Nintendo 64;Nintendo;1996;32,93;Home;0;0;0,16;0,03
Puyo Puyo Sun Ketteiban;1997;Compile;Puzzle;0,42;0,58;PS;PlayStation;Sony;1994;102,49;Home;0;0;1,07;0,07
Puyo Puyo Tetris;2014;Sega;Puzzle;0,42;0,58;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,11;0
Puyo Puyo Tetris;2014;Sega;Puzzle;0,42;0,58;PSV;PlayStation Vita;Sony;2011;10;Handheld;0;0;0,05;0
Puyo Puyo Tetris;2014;Sega;Puzzle;0,42;0,58;PS3;PlayStation 3;Sony;2006;87,4;Home;0;0;0,04;0
Puyo Puyo Tetris;2014;Sega;Puzzle;0,42;0,58;WiiU;Wii U;Nintendo;2012;13,56;Home;0;0;0,02;0
Puyo Puyo! 15th Anniversary;2006;Sega;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,28;0
Puyo Puyo! 15th Anniversary;2007;Sega;Puzzle;0,42;0,58;PSP;PlayStation Portable;Sony;2004;80;Handheld;0;0;0,02;0
Puyo Puyo!! 20th Anniversary;2011;Sega;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0;0;0,14;0
Puyo Puyo!! 20th Anniversary;2011;Sega;Puzzle;0,42;0,58;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0;0;0,13;0
